bedrooms,bathrooms,toilets,parking_space,house_type,town,state,price,latitude,total_rooms,longitude
5.0,4.0,6.0,5.0,Detached Duplex,Apo,Abuja,90000000.0,8.9773902,15.0,7.4974852
5.0,6.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,160000000.0,9.0673179,17.0,7.398260199999999
5.0,5.0,6.0,1.0,Detached Duplex,Ajah,Lagos,130000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,85000000.0,9.0848611,13.0,7.3694922
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Jahi,Abuja,65000000.0,9.1068175,13.0,7.447600800000001
4.0,5.0,5.0,4.0,Block of Flats,Ikoyi,Lagos,170000000.0,6.449999999999999,14.0,3.433333
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,48000000.0,6.4698419,10.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Ibadan,Oyo,48000000.0,7.3775355,14.0,3.9470396
6.0,6.0,7.0,4.0,Detached Duplex,Isheri North,Lagos,140000000.0,6.6334151,19.0,3.41202
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
5.0,6.0,6.0,3.0,Detached Duplex,Ikeja,Lagos,180000000.0,6.601838,17.0,3.3514863
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,14.0,3.5851718
3.0,2.0,2.0,4.0,Block of Flats,Ibadan,Oyo,55000000.0,7.3775355,7.0,3.9470396
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikeja,Lagos,135000000.0,6.601838,13.0,3.3514863
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
4.0,4.0,4.0,4.0,Block of Flats,Lekki,Lagos,115000000.0,6.4698419,12.0,3.5851718
5.0,6.0,6.0,5.0,Detached Duplex,Guzape District,Abuja,175000000.0,9.0117252,17.0,7.5079538
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,81000000.0,6.4698419,13.0,3.5851718
4.0,5.0,6.0,2.0,Terraced Duplexes,Katampe,Abuja,85000000.0,9.1010936,15.0,7.446778
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,175000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Wuye,Abuja,55000000.0,9.0502115,14.0,7.4440401
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,128000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Isheri North,Lagos,60000000.0,6.6334151,10.0,3.41202
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,170000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Jahi,Abuja,60000000.0,9.1068175,13.0,7.447600800000001
3.0,3.0,3.0,4.0,Block of Flats,Ikoyi,Lagos,115000000.0,6.449999999999999,9.0,3.433333
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
1.0,1.0,1.0,4.0,Terraced Bungalow,Owerri Municipal,Imo,50000000.0,5.4682267,3.0,7.0175879
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
5.0,6.0,6.0,2.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,17.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,110000000.0,6.4698419,10.0,3.5851718
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,97000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,49000000.0,6.4698419,10.0,3.5851718
3.0,5.0,5.0,4.0,Detached Bungalow,Gwarinpa,Abuja,150000000.0,9.0673179,13.0,7.398260199999999
4.0,4.0,5.0,3.0,Terraced Duplexes,Katampe,Abuja,80000000.0,9.1010936,13.0,7.446778
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,180000000.0,6.6178643,16.0,3.4000616
5.0,5.0,5.0,4.0,Detached Duplex,Ibadan,Oyo,60000000.0,7.3775355,15.0,3.9470396
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0,6.4698419,16.0,3.5851718
5.0,4.0,4.0,4.0,Terraced Bungalow,Surulere,Lagos,65000000.0,6.4926317,13.0,3.3489671
1.0,1.0,1.0,4.0,Detached Duplex,Ibadan,Oyo,130000000.0,7.3775355,3.0,3.9470396
4.0,7.0,5.0,3.0,Detached Duplex,Victoria Island (VI),Lagos,180000000.0,6.429098199999999,16.0,3.4238032
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Surulere,Lagos,78000000.0,6.4926317,16.0,3.3489671
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,90000000.0,9.0117252,13.0,7.5079538
5.0,5.0,5.0,3.0,Semi Detached Duplex,Ibadan,Oyo,75000000.0,7.3775355,15.0,3.9470396
4.0,4.0,5.0,7.0,Detached Duplex,Lokogoma District,Abuja,55000000.0,8.978615699999999,13.0,7.458202999999998
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
2.0,2.0,3.0,7.0,Block of Flats,Owerri Municipal,Imo,60000000.0,5.4682267,7.0,7.0175879
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,135000000.0,6.4698419,13.0,3.5851718
4.0,4.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,175000000.0,6.601838,14.0,3.3514863
5.0,6.0,5.0,4.0,Detached Duplex,Port Harcourt,Rivers,54000000.0,4.847222599999999,16.0,6.974603999999999
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
6.0,6.0,7.0,2.0,Detached Duplex,Port Harcourt,Rivers,120000000.0,4.847222599999999,19.0,6.974603999999999
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
6.0,6.0,7.0,5.0,Detached Duplex,Owerri Municipal,Imo,75000000.0,5.4682267,19.0,7.0175879
4.0,4.0,5.0,6.0,Detached Duplex,Gwarinpa,Abuja,100000000.0,9.0673179,13.0,7.398260199999999
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,50000000.0,6.601838,16.0,3.3514863
5.0,5.0,6.0,8.0,Detached Duplex,Magodo,Lagos,158000000.0,6.6178643,16.0,3.4000616
5.0,5.0,5.0,4.0,Detached Duplex,Magodo,Lagos,60000000.0,6.6178643,15.0,3.4000616
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lokogoma District,Abuja,60000000.0,8.978615699999999,16.0,7.458202999999998
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
6.0,5.0,5.0,4.0,Detached Duplex,Surulere,Lagos,180000000.0,6.4926317,16.0,3.3489671
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,5.0,Terraced Duplexes,Guzape District,Abuja,75000000.0,9.0117252,13.0,7.5079538
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
6.0,7.0,7.0,4.0,Terraced Duplexes,Wuye,Abuja,65000000.0,9.0502115,20.0,7.4440401
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,68000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Isheri North,Ogun,70000000.0,6.6351156,13.0,3.3603044
5.0,5.0,6.0,6.0,Detached Duplex,Ibeju Lekki,Lagos,130000000.0,6.4569054,16.0,3.8858955
4.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,49000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,15.0,3.5851718
4.0,6.0,5.0,4.0,Detached Duplex,Life Camp,Abuja,70000000.0,9.0848611,15.0,7.3694922
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,16.0,3.5725244
4.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,56000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
3.0,5.0,5.0,4.0,Detached Duplex,Isolo,Lagos,125000000.0,6.537182500000001,13.0,3.322734
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,17.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,2.0,Terraced Duplexes,Katampe,Abuja,75000000.0,9.1010936,13.0,7.446778
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,17.0,3.5851718
5.0,4.0,5.0,4.0,Terraced Duplexes,Katampe,Abuja,75000000.0,9.1010936,14.0,7.446778
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,78000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Life Camp,Abuja,150000000.0,9.0848611,16.0,7.3694922
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,19.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,55000000.0,6.464587400000001,14.0,3.5725244
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,56000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,48000000.0,6.4698419,13.0,3.5851718
4.0,5.0,6.0,4.0,Terraced Duplexes,Wuye,Abuja,90000000.0,9.0502115,15.0,7.4440401
4.0,4.0,5.0,4.0,Terraced Duplexes,Katampe,Abuja,85000000.0,9.1010936,13.0,7.446778
4.0,4.0,5.0,7.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,55000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,80000000.0,9.0848611,15.0,7.3694922
5.0,7.0,7.0,8.0,Detached Duplex,Ajah,Lagos,150000000.0,6.464587400000001,19.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,55000000.0,6.6178643,13.0,3.4000616
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,75000000.0,6.601838,15.0,3.3514863
4.0,4.0,5.0,3.0,Terraced Duplexes,Guzape District,Abuja,65000000.0,9.0117252,13.0,7.5079538
4.0,4.0,5.0,4.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0,6.429098199999999,13.0,3.4238032
5.0,5.0,5.0,6.0,Detached Duplex,Surulere,Lagos,110000000.0,6.4926317,15.0,3.3489671
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,19.0,3.5851718
5.0,5.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,55000000.0,9.1068175,15.0,7.447600800000001
5.0,6.0,6.0,3.0,Detached Duplex,Katampe,Abuja,170000000.0,9.1010936,17.0,7.446778
4.0,4.0,5.0,2.0,Terraced Duplexes,Victoria Island (VI),Lagos,115000000.0,6.429098199999999,13.0,3.4238032
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,13.0,3.5851718
5.0,6.0,7.0,3.0,Detached Duplex,Lekki,Lagos,78000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikeja,Lagos,110000000.0,6.601838,13.0,3.3514863
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,180000000.0,6.601838,13.0,3.3514863
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,110000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,120000000.0,9.0673179,15.0,7.398260199999999
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,106000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,65000000.0,9.0848611,13.0,7.3694922
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,170000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,53000000.0,6.4698419,14.0,3.5851718
6.0,9.0,7.0,1.0,Detached Duplex,Port Harcourt,Rivers,180000000.0,4.847222599999999,22.0,6.974603999999999
4.0,6.0,5.0,1.0,Terraced Duplexes,Guzape District,Abuja,80000000.0,9.0117252,15.0,7.5079538
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,13.0,3.5851718
4.0,4.0,6.0,6.0,Detached Bungalow,Ajah,Lagos,80000000.0,6.464587400000001,14.0,3.5725244
3.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,50000000.0,6.4698419,12.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,68000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,5.0,Detached Duplex,Port Harcourt,Rivers,95000000.0,4.847222599999999,13.0,6.974603999999999
5.0,6.0,6.0,8.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,17.0,3.5851718
6.0,7.0,7.0,4.0,Detached Duplex,Life Camp,Abuja,162000000.0,9.0848611,20.0,7.3694922
5.0,5.0,6.0,3.0,Detached Duplex,Ajah,Lagos,78000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,13.0,3.5725244
5.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,48000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,15.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,130000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,170000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,80000000.0,6.4698419,10.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,70000000.0,6.4698419,10.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,155000000.0,6.4698419,14.0,3.5851718
4.0,6.0,6.0,5.0,Detached Duplex,Apo,Abuja,65000000.0,8.9773902,16.0,7.4974852
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,71750000.0,6.464587400000001,14.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,14.0,3.5725244
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,62000000.0,6.4698419,12.0,3.5851718
3.0,3.0,3.0,2.0,Detached Duplex,Ikoyi,Lagos,72000000.0,6.449999999999999,9.0,3.433333
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,140000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,8.0,Detached Bungalow,Ajah,Lagos,48000000.0,6.464587400000001,14.0,3.5725244
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0,6.4698419,17.0,3.5851718
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0,6.537182500000001,19.0,3.322734
4.0,6.0,6.0,6.0,Detached Duplex,Ajah,Lagos,55000000.0,6.464587400000001,16.0,3.5725244
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,165000000.0,6.429098199999999,13.0,3.4238032
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,118000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,12.0,3.5851718
6.0,5.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
